,loss,lr,t
0,1.3175143003463745,0.0002,612.9531875
1,1.141838550567627,0.0002,602.0129375
2,1.131879210472107,0.0002,602.6136875
3,1.1265513896942139,0.0002,601.853125
4,1.1230659484863281,0.0002,601.631625
5,1.1208512783050537,0.0002,602.1414375
6,1.1188453435897827,0.0002,614.3488125
7,1.1171586513519287,0.0002,606.58475
8,1.1160002946853638,0.0002,602.4605625
9,1.1146706342697144,0.0002,600.57875
10,1.113689661026001,0.0002,603.0515
11,1.1129003763198853,0.0002,600.756875
12,1.1120240688323975,0.0002,607.5235
13,1.1114838123321533,0.0002,603.27125
14,1.1108005046844482,0.0002,602.2761875
15,1.110329031944275,0.0002,601.8015
16,1.1097817420959473,0.0002,601.9224375
17,1.1092803478240967,0.0002,602.8135
18,1.1088720560073853,0.0002,603.7124375
19,1.1083104610443115,0.0002,619.03775
20,1.107996940612793,0.0002,603.9061875
21,1.1077337265014648,0.0002,601.682875
22,1.107312560081482,0.0002,602.383875
23,1.1069823503494263,0.0002,602.1041875
24,1.1067547798156738,0.0002,601.568625
25,1.1064172983169556,0.0002,603.940375
26,1.1062098741531372,0.0002,605.29275
27,1.1058056354522705,0.0002,602.83175
28,1.1056203842163086,0.0002,601.9179375
29,1.105370044708252,0.0002,601.7781875
30,1.1051485538482666,0.0002,601.7563125
31,1.1048567295074463,0.0002,601.5721875
32,1.1046072244644165,0.0002,615.279125
33,1.104288935661316,0.0002,615.1781875
34,1.1040996313095093,0.0002,606.0928125
35,1.1039410829544067,0.0002,605.934625
36,1.1037514209747314,0.0002,606.12775
37,1.103513240814209,0.0002,605.45325
38,1.1032822132110596,0.0002,607.4680625
39,1.103044867515564,0.0002,616.6239375
40,1.1029025316238403,0.0002,613.442375
41,1.1027706861495972,0.0002,606.678625
42,1.1024932861328125,0.0002,607.0733125
43,1.1023494005203247,0.0002,607.34
44,1.102189064025879,0.0002,606.6509375
45,1.10213041305542,0.0002,614.1591875
46,1.1020197868347168,0.0002,609.0015625
47,1.1018633842468262,0.0002,605.9975625
48,1.1016623973846436,0.0002,605.9553125
49,1.1015195846557617,0.0002,605.3465
50,1.101465106010437,0.0002,605.15
51,1.1012868881225586,0.0002,611.13675
52,1.1011226177215576,0.0002,613.0114375
53,1.100989580154419,0.0002,606.9461875
54,1.1008998155593872,0.0002,606.221125
55,1.100723147392273,0.0002,605.6835
56,1.1006708145141602,0.0002,605.0241875
57,1.1004403829574585,0.0002,605.1411875
58,1.1004693508148193,0.0002,612.7514375
59,1.1002817153930664,0.0002,607.5471875
60,1.1002036333084106,0.0002,605.3564375
61,1.1000443696975708,0.0002,605.346875
62,1.099944829940796,0.0002,605.1855625
63,1.0998634099960327,0.0002,605.275125
64,1.0997891426086426,0.0002,612.4079375
65,1.0996613502502441,0.0002,614.592375
66,1.0994950532913208,0.0002,608.3088125
67,1.0994940996170044,0.0002,607.34425
68,1.099403738975525,0.0002,608.0705
69,1.0991568565368652,0.0002,607.8673125
70,1.0993467569351196,0.0002,607.9415625
71,1.0991811752319336,0.0002,612.6565625
72,1.0990936756134033,0.0002,610.03475
73,1.0990149974822998,0.0002,608.132375
74,1.0988078117370605,0.0002,606.67675
75,1.0987765789031982,0.0002,605.080125
76,1.0987412929534912,0.0002,606.0676875
77,1.0985727310180664,0.0002,616.5035
78,1.0984687805175781,0.0002,609.665875
79,1.0984716415405273,0.0002,606.4996875
80,1.098357915878296,0.0002,605.13425
81,1.0982972383499146,0.0002,605.201875
82,1.098355770111084,0.0002,604.8485625
83,1.0982884168624878,0.0002,605.5994375
84,1.0982050895690918,0.0002,619.485625
85,1.0980321168899536,0.0002,610.1746875
86,1.0979382991790771,0.0002,606.042125
87,1.0978636741638184,0.0002,607.6765625
88,1.0978467464447021,0.0002,606.10175
89,1.0977842807769775,0.0002,606.1940625
90,1.0977320671081543,0.0002,625.59925
91,1.0977344512939453,0.0002,607.9495625
92,1.0976101160049438,0.0002,605.9830625
93,1.0975314378738403,0.0002,606.3676875
94,1.0975899696350098,0.0002,606.494125
95,1.0974544286727905,0.0002,605.777
96,1.0974664688110352,0.0002,608.492625
97,1.0973342657089233,0.0002,620.0161875
98,1.0973666906356812,0.0002,608.592375
99,1.0971990823745728,0.0002,605.9065
100,1.097306728363037,0.0002,606.27525
101,1.0970919132232666,0.0002,606.212375
102,1.0970940589904785,0.0002,606.682
103,1.0970804691314697,0.0002,613.6249375
104,1.0971064567565918,0.0002,612.575375
105,1.0970277786254883,0.0002,607.134125
106,1.0968997478485107,0.0002,609.1045625
107,1.0969182252883911,0.0002,607.0694375
108,1.0969595909118652,0.0002,606.718625
109,1.0968858003616333,0.0002,609.7485625
110,1.0966899394989014,0.0002,643.0105625
111,1.0965380668640137,0.0002,606.88675
112,1.096693992614746,0.0002,606.09325
113,1.0966331958770752,0.0002,606.5735
114,1.0965825319290161,0.0002,606.10375
115,1.096534252166748,0.0002,606.9083125
116,1.0964703559875488,0.0002,615.1381875
117,1.0964617729187012,0.0002,614.0705625
118,1.0963062047958374,0.0002,606.7415625
119,1.0963243246078491,0.0002,608.4593125
120,1.0964527130126953,0.0002,605.65375
121,1.096297264099121,0.0002,605.1015
122,1.096144199371338,0.0002,615.0466875
123,1.0962860584259033,0.0002,612.6164375
124,1.096085786819458,0.0002,606.0421875
125,1.09619140625,0.0002,606.365625
126,1.0960595607757568,0.0002,606.645125
127,1.096073031425476,0.0002,605.292125
128,1.0961228609085083,0.0002,607.050875
129,1.0960266590118408,0.0002,613.234375
130,1.095949411392212,0.0002,613.3588125
131,1.0960160493850708,0.0002,606.612875
132,1.095824956893921,0.0002,607.9135625
133,1.0957443714141846,0.0002,607.144625
134,1.0958826541900635,0.0002,607.2766875
135,1.0959041118621826,0.0002,607.547125
136,1.095684289932251,0.0002,612.012875
137,1.095764398574829,0.0002,608.351375
138,1.095649003982544,0.0002,608.2843125
139,1.0955578088760376,0.0002,607.5471875
140,1.0956649780273438,0.0002,607.22275
141,1.095644235610962,0.0002,607.235875
142,1.095544457435608,0.0002,614.9986875
143,1.095536231994629,0.0002,613.14275
144,1.095538854598999,0.0002,606.9125
145,1.0953624248504639,0.0002,609.425
146,1.095456600189209,0.0002,606.0654375
147,1.0953829288482666,0.0002,607.2854375
148,1.095396637916565,0.0002,612.92475
149,1.0953925848007202,0.0002,613.2215
