,loss,lr,t
0,1.431640386581421,0.0001,606.1524375
1,1.1546956300735474,0.0001,601.3465
2,1.1421773433685303,0.0001,601.03475
3,1.1360125541687012,0.0001,600.652
4,1.1317838430404663,0.0001,600.2325
5,1.1285982131958008,0.0001,600.42475
6,1.1258865594863892,0.0001,613.747125
7,1.1236974000930786,0.0001,603.1428125
8,1.1219195127487183,0.0001,600.80675
9,1.1203222274780273,0.0001,601.0701875
10,1.1189053058624268,0.0001,602.97475
11,1.117853045463562,0.0001,601.962125
12,1.1167712211608887,0.0001,608.135875
13,1.115832805633545,0.0001,604.8671875
14,1.1150444746017456,0.0001,604.0641875
15,1.1143732070922852,0.0001,602.3395
16,1.113652229309082,0.0001,602.2005625
17,1.1132044792175293,0.0001,602.667
18,1.1124845743179321,0.0001,601.6624375
19,1.1119681596755981,0.0001,618.188875
20,1.1114501953125,0.0001,603.01425
21,1.1110029220581055,0.0001,601.5269375
22,1.1106802225112915,0.0001,601.5093125
23,1.1102304458618164,0.0001,601.884375
24,1.1098685264587402,0.0001,600.8419375
25,1.109472632408142,0.0001,604.72875
26,1.109180212020874,0.0001,619.8540625
27,1.1087884902954102,0.0001,602.0423125
28,1.1084181070327759,0.0001,600.68525
29,1.1081253290176392,0.0001,601.0785
30,1.1078717708587646,0.0001,602.0803125
31,1.1075124740600586,0.0001,601.4195
32,1.107380986213684,0.0001,617.8775
33,1.107110619544983,0.0001,609.264625
34,1.1066550016403198,0.0001,604.88975
35,1.1064331531524658,0.0001,604.7358125
36,1.1063141822814941,0.0001,605.185875
37,1.106105089187622,0.0001,608.9963125
38,1.1057839393615723,0.0001,607.9223125
39,1.1056917905807495,0.0001,615.89375
40,1.105490803718567,0.0001,606.1589375
41,1.1052873134613037,0.0001,607.4109375
42,1.1050167083740234,0.0001,605.2871875
43,1.1049375534057617,0.0001,605.0374375
44,1.1047356128692627,0.0001,605.9908125
45,1.1046313047409058,0.0001,609.995875
46,1.104549527168274,0.0001,608.8213125
47,1.1040854454040527,0.0001,607.7224375
48,1.1040319204330444,0.0001,607.4465625
49,1.1039001941680908,0.0001,607.6970625
50,1.1035951375961304,0.0001,606.155875
51,1.103668212890625,0.0001,607.358625
52,1.1034377813339233,0.0001,618.810125
53,1.103344202041626,0.0001,607.655
54,1.1032671928405762,0.0001,605.68025
55,1.1029787063598633,0.0001,606.6650625
56,1.102938175201416,0.0001,605.3644375
57,1.1028087139129639,0.0001,606.38525
58,1.1027328968048096,0.0001,613.4948125
59,1.1026341915130615,0.0001,609.82325
60,1.1023576259613037,0.0001,606.3419375
61,1.1023861169815063,0.0001,606.5941875
62,1.1022820472717285,0.0001,606.52725
63,1.1019281148910522,0.0001,607.2785625
64,1.1019060611724854,0.0001,608.4308125
65,1.1020100116729736,0.0001,610.762375
66,1.101750373840332,0.0001,610.64075
67,1.1017827987670898,0.0001,606.0995
68,1.1016029119491577,0.0001,607.47325
69,1.101567029953003,0.0001,606.2189375
70,1.1013939380645752,0.0001,607.4931875
71,1.101355791091919,0.0001,613.89925
72,1.1012550592422485,0.0001,605.9051875
73,1.1012848615646362,0.0001,608.1168125
74,1.10109281539917,0.0001,607.0241875
75,1.100845217704773,0.0001,606.257125
76,1.1008217334747314,0.0001,607.4259375
77,1.1008456945419312,0.0001,609.3290625
78,1.1006410121917725,0.0001,614.77975
79,1.1007200479507446,0.0001,610.34375
80,1.1006417274475098,0.0001,605.8998125
81,1.100447177886963,0.0001,605.8773125
82,1.1005630493164062,0.0001,606.1548125
83,1.1004434823989868,0.0001,606.683875
84,1.1001957654953003,0.0001,610.9093125
85,1.1001616716384888,0.0001,609.4264375
86,1.1001291275024414,0.0001,610.9939375
87,1.1000893115997314,0.0001,605.066875
88,1.100097417831421,0.0001,603.51275
89,1.0998624563217163,0.0001,606.461
90,1.0998868942260742,0.0001,607.0493125
91,1.0998754501342773,0.0001,609.787375
92,1.0998120307922363,0.0001,608.397375
93,1.0996496677398682,0.0001,605.3641875
94,1.0995453596115112,0.0001,610.556125
95,1.099449872970581,0.0001,605.5160625
96,1.0993638038635254,0.0001,605.83975
97,1.0994539260864258,0.0001,607.2495
98,1.0992670059204102,0.0001,608.3771875
99,1.0993082523345947,0.0001,608.5115625
