,loss,lr,t
0,1.240218997001648,0.0002,600.946125
1,1.1409965753555298,0.0002,602.09425
2,1.1304776668548584,0.0002,602.908
3,1.1248719692230225,0.0002,603.1480625
4,1.1213462352752686,0.0002,602.6363125
5,1.118598222732544,0.0002,602.2999375
6,1.1165579557418823,0.0002,603.0880625
7,1.1148154735565186,0.0002,602.4746875
8,1.1134792566299438,0.0002,602.2003125
9,1.1122715473175049,0.0002,602.5335625
10,1.1112103462219238,0.0002,603.1708125
11,1.1104400157928467,0.0002,602.1774375
12,1.109573483467102,0.0002,602.28125
13,1.1089509725570679,0.0002,602.2500625
14,1.1083953380584717,0.0002,602.9601875
15,1.1076511144638062,0.0002,602.10825
16,1.1070291996002197,0.0002,603.661625
17,1.1066585779190063,0.0002,605.012625
18,1.1062039136886597,0.0002,602.18675
19,1.1057543754577637,0.0002,603.1878125
20,1.1054202318191528,0.0002,601.8601875
21,1.104942798614502,0.0002,601.7788125
22,1.1045838594436646,0.0002,601.5800625
23,1.104186773300171,0.0002,601.93525
24,1.1038751602172852,0.0002,602.0773125
25,1.1035349369049072,0.0002,602.401
26,1.1032532453536987,0.0002,602.914875
27,1.1030077934265137,0.0002,602.685625
28,1.1027692556381226,0.0002,602.2113125
29,1.1025612354278564,0.0002,602.0061875
30,1.10225248336792,0.0002,602.2995625
31,1.1021177768707275,0.0002,601.6845625
32,1.1019108295440674,0.0002,609.3708125
33,1.101531982421875,0.0002,608.89225
34,1.1013520956039429,0.0002,606.909875
35,1.1010942459106445,0.0002,606.615375
36,1.1010940074920654,0.0002,607.9120625
37,1.1008915901184082,0.0002,606.120875
38,1.1006691455841064,0.0002,606.031
39,1.1003873348236084,0.0002,606.7115
40,1.1003317832946777,0.0002,607.568625
41,1.1001859903335571,0.0002,608.3778125
42,1.099992036819458,0.0002,607.5064375
43,1.0998358726501465,0.0002,608.9095625
44,1.09975004196167,0.0002,607.563125
45,1.0995614528656006,0.0002,609.733375
46,1.0994462966918945,0.0002,608.45275
47,1.0992696285247803,0.0002,606.9835
48,1.0991432666778564,0.0002,607.589625
49,1.0990171432495117,0.0002,606.9226875
50,1.0989559888839722,0.0002,606.7844375
51,1.0988119840621948,0.0002,607.7536875
52,1.0986659526824951,0.0002,607.732
53,1.0985877513885498,0.0002,608.4349375
54,1.0984828472137451,0.0002,608.759125
55,1.0983524322509766,0.0002,607.83125
56,1.098291277885437,0.0002,607.6920625
57,1.0981762409210205,0.0002,608.10425
58,1.098154067993164,0.0002,608.264125
59,1.0980041027069092,0.0002,608.315875
60,1.0979501008987427,0.0002,608.3663125
61,1.0977809429168701,0.0002,607.2758125
62,1.097720742225647,0.0002,610.180875
63,1.0975401401519775,0.0002,606.6105
64,1.0974888801574707,0.0002,606.9133125
65,1.0974701642990112,0.0002,606.51425
66,1.0974631309509277,0.0002,606.6999375
67,1.0973185300827026,0.0002,606.5675625
68,1.097246766090393,0.0002,609.40825
69,1.0971145629882812,0.0002,607.1945625
70,1.0970433950424194,0.0002,607.4476875
71,1.0969438552856445,0.0002,607.52975
72,1.0970486402511597,0.0002,609.2455
73,1.0969033241271973,0.0002,608.248375
74,1.096781611442566,0.0002,606.8176875
75,1.096773624420166,0.0002,610.12
76,1.0966339111328125,0.0002,607.1063125
77,1.0966665744781494,0.0002,607.7671875
78,1.096636176109314,0.0002,608.0423125
79,1.0966050624847412,0.0002,610.202125
80,1.0964325666427612,0.0002,606.91475
81,1.0963788032531738,0.0002,607.10325
82,1.0963529348373413,0.0002,606.6883125
83,1.0962164402008057,0.0002,606.6526875
84,1.0961014032363892,0.0002,607.0540625
85,1.0961871147155762,0.0002,607.672
86,1.0961005687713623,0.0002,608.083625
87,1.0961428880691528,0.0002,607.113125
88,1.0960091352462769,0.0002,608.4386875
89,1.0958956480026245,0.0002,606.862375
90,1.095868468284607,0.0002,608.6314375
91,1.095885157585144,0.0002,608.085
92,1.0957674980163574,0.0002,607.0921875
93,1.0957406759262085,0.0002,606.89725
94,1.0958020687103271,0.0002,607.9638125
