,loss,lr,t
0,1.3190796375274658,0.0002,604.488875
1,1.1429709196090698,0.0002,602.77325
2,1.131959319114685,0.0002,601.3385625
3,1.1261528730392456,0.0002,602.1641875
4,1.122358798980713,0.0002,602.0145
5,1.1195995807647705,0.0002,602.2263125
6,1.117472529411316,0.0002,602.78725
7,1.115997076034546,0.0002,601.51375
8,1.1144108772277832,0.0002,602.036125
9,1.1134840250015259,0.0002,602.1223125
10,1.1124571561813354,0.0002,602.248625
11,1.1114420890808105,0.0002,602.241375
12,1.1107426881790161,0.0002,602.40875
13,1.1100468635559082,0.0002,601.234375
14,1.1093659400939941,0.0002,601.3661875
15,1.1087738275527954,0.0002,601.269375
16,1.1081786155700684,0.0002,601.497125
17,1.1075605154037476,0.0002,601.3203125
18,1.1071120500564575,0.0002,602.1934375
19,1.1066584587097168,0.0002,603.3125625
20,1.1062064170837402,0.0002,603.0773125
21,1.1058764457702637,0.0002,602.0468125
22,1.1054465770721436,0.0002,601.9750625
23,1.1050336360931396,0.0002,601.16425
24,1.1047309637069702,0.0002,601.6715
25,1.1044100522994995,0.0002,603.735
26,1.1041021347045898,0.0002,602.3679375
27,1.1038991212844849,0.0002,602.7964375
28,1.1036319732666016,0.0002,602.332375
29,1.1033514738082886,0.0002,601.5785
30,1.1031140089035034,0.0002,601.453875
31,1.102890968322754,0.0002,601.005625
32,1.1026220321655273,0.0002,608.44425
33,1.102423906326294,0.0002,606.5073125
34,1.102292776107788,0.0002,606.5325625
35,1.102105736732483,0.0002,606.637375
36,1.1019083261489868,0.0002,608.6434375
37,1.1016347408294678,0.0002,607.66625
38,1.1014974117279053,0.0002,607.750125
39,1.1013754606246948,0.0002,606.4901875
40,1.10113525390625,0.0002,606.3878125
41,1.1010607481002808,0.0002,606.3359375
42,1.1008344888687134,0.0002,606.3421875
43,1.1007108688354492,0.0002,606.3616875
44,1.1005823612213135,0.0002,606.4055
45,1.1004241704940796,0.0002,609.1613125
46,1.1003901958465576,0.0002,607.3428125
47,1.1003507375717163,0.0002,607.1785
48,1.1000802516937256,0.0002,607.127875
49,1.1001125574111938,0.0002,608.440625
50,1.0999175310134888,0.0002,606.3736875
51,1.0996941328048706,0.0002,610.1071875
52,1.099684476852417,0.0002,607.4841875
53,1.0994057655334473,0.0002,607.74525
54,1.099454641342163,0.0002,607.8928125
55,1.0991952419281006,0.0002,606.37575
56,1.099165916442871,0.0002,607.57475
57,1.0992043018341064,0.0002,607.06525
58,1.0990407466888428,0.0002,610.8655
59,1.0988788604736328,0.0002,608.8888125
60,1.0987743139266968,0.0002,608.1163125
61,1.0987099409103394,0.0002,608.43425
62,1.0985974073410034,0.0002,608.1843125
63,1.0985342264175415,0.0002,608.450875
64,1.0984556674957275,0.0002,609.547
65,1.09843909740448,0.0002,607.73125
66,1.098287582397461,0.0002,607.17175
67,1.098118543624878,0.0002,606.72575
68,1.0980613231658936,0.0002,606.1343125
69,1.0980021953582764,0.0002,606.2298125
70,1.0978518724441528,0.0002,607.808125
71,1.0979357957839966,0.0002,605.6178125
72,1.097745418548584,0.0002,605.4959375
73,1.0976786613464355,0.0002,605.4213125
74,1.0975456237792969,0.0002,605.2996875
75,1.097485065460205,0.0002,605.330625
76,1.0974102020263672,0.0002,605.3756875
77,1.097412347793579,0.0002,608.86125
78,1.0973142385482788,0.0002,606.0670625
79,1.0973584651947021,0.0002,605.7865625
80,1.0971338748931885,0.0002,605.754625
81,1.0971243381500244,0.0002,605.9065625
82,1.0970890522003174,0.0002,605.92425
83,1.097010612487793,0.0002,608.1879375
84,1.0968788862228394,0.0002,607.5248125
85,1.096902847290039,0.0002,608.417375
86,1.0968656539916992,0.0002,607.3685625
87,1.0966482162475586,0.0002,607.1163125
88,1.0966750383377075,0.0002,607.3988125
89,1.0965204238891602,0.0002,606.309
90,1.0966053009033203,0.0002,607.9460625
91,1.096449375152588,0.0002,606.7776875
92,1.0964692831039429,0.0002,608.6958125
93,1.0962694883346558,0.0002,606.8414375
94,1.0962432622909546,0.0002,605.9781875
95,1.096326231956482,0.0002,605.7950625
96,1.0961663722991943,0.0002,610.2264375
97,1.0962333679199219,0.0002,608.0819375
98,1.0962469577789307,0.0002,607.325375
99,1.0960652828216553,0.0002,607.2980625
100,1.0959315299987793,0.0002,607.30275
101,1.096003532409668,0.0002,607.2074375
102,1.0959467887878418,0.0002,607.3184375
103,1.0958061218261719,0.0002,611.452375
104,1.095671534538269,0.0002,606.8368125
105,1.0956943035125732,0.0002,606.9385625
106,1.0957317352294922,0.0002,607.3336875
107,1.0956295728683472,0.0002,605.6835
108,1.0955488681793213,0.0002,605.6398125
109,1.0956566333770752,0.0002,608.7376875
110,1.0954939126968384,0.0002,607.322375
111,1.0954432487487793,0.0002,606.2258125
112,1.0954442024230957,0.0002,606.251625
113,1.0954952239990234,0.0002,607.2454375
114,1.0952887535095215,0.0002,606.9695625
115,1.095216989517212,0.0002,609.2524375
116,1.0952564477920532,0.0002,607.47325
117,1.0952012538909912,0.0002,608.2676875
118,1.0951975584030151,0.0002,609.86025
119,1.0951484441757202,0.0002,606.6095
120,1.095042109489441,0.0002,606.6325625
121,1.095022201538086,0.0002,606.7215
122,1.0949162244796753,0.0002,613.2203125
123,1.0949064493179321,0.0002,606.778375
