,loss,lr,t
0,1.450777292251587,0.0002,601.177
1,1.1470247507095337,0.0002,600.322125
2,1.1345521211624146,0.0002,600.42325
3,1.1283290386199951,0.0002,600.1854375
4,1.1243342161178589,0.0002,600.1425625
5,1.1213988065719604,0.0002,600.276375
6,1.1192071437835693,0.0002,603.1878125
7,1.1174490451812744,0.0002,603.4368125
8,1.1158454418182373,0.0002,601.7325
9,1.1146743297576904,0.0002,601.52825
10,1.1135838031768799,0.0002,601.9470625
11,1.112615704536438,0.0002,601.5060625
12,1.1118043661117554,0.0002,601.60175
13,1.1110198497772217,0.0002,603.1486875
14,1.1101645231246948,0.0002,602.698
15,1.1097649335861206,0.0002,600.8936875
16,1.1090260744094849,0.0002,600.8558125
17,1.108515977859497,0.0002,600.797
18,1.1081889867782593,0.0002,600.5233125
19,1.1077053546905518,0.0002,601.6279375
20,1.107221245765686,0.0002,604.2095
21,1.106919527053833,0.0002,603.2986875
22,1.1064908504486084,0.0002,602.6954375
23,1.1060930490493774,0.0002,602.282875
24,1.1057847738265991,0.0002,601.4046875
25,1.105456829071045,0.0002,602.1429375
26,1.1052939891815186,0.0002,602.1884375
27,1.104899525642395,0.0002,601.7546875
28,1.1046735048294067,0.0002,601.424
29,1.1043312549591064,0.0002,602.3568125
30,1.1040383577346802,0.0002,602.2729375
31,1.1039488315582275,0.0002,601.774
32,1.1036933660507202,0.0002,606.50575
33,1.1036221981048584,0.0002,606.6598125
34,1.1033313274383545,0.0002,607.2163125
35,1.1030902862548828,0.0002,606.935
36,1.102908730506897,0.0002,606.1345
37,1.1028456687927246,0.0002,608.17975
38,1.1025547981262207,0.0002,607.6574375
39,1.1024227142333984,0.0002,609.8528125
40,1.1023062467575073,0.0002,608.3535
41,1.1022363901138306,0.0002,607.0566875
42,1.101898193359375,0.0002,607.155625
43,1.101860761642456,0.0002,606.9973125
44,1.1016536951065063,0.0002,607.0429375
45,1.1014738082885742,0.0002,607.30325
46,1.1015241146087646,0.0002,608.8518125
47,1.1013073921203613,0.0002,607.58575
48,1.1012084484100342,0.0002,606.02575
49,1.10113525390625,0.0002,608.125875
50,1.1009408235549927,0.0002,607.637875
51,1.1009843349456787,0.0002,608.3900625
52,1.1006817817687988,0.0002,607.259375
53,1.1005356311798096,0.0002,607.5344375
54,1.100528359413147,0.0002,608.401
55,1.1004644632339478,0.0002,607.1615625
56,1.1003341674804688,0.0002,606.9888125
57,1.1001226902008057,0.0002,606.472375
58,1.1002411842346191,0.0002,606.5753125
59,1.0998715162277222,0.0002,606.461125
60,1.0998514890670776,0.0002,607.45775
61,1.0999184846878052,0.0002,608.1993125
62,1.099816918373108,0.0002,609.1950625
63,1.0996596813201904,0.0002,607.136125
64,1.099635124206543,0.0002,608.4183125
65,1.099442720413208,0.0002,609.001375
66,1.0993010997772217,0.0002,608.8331875
